model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
13,2020,57990,2,3955,0,145,34.9,3
12,2020,48490,2,5656,0,145,37.7,3
0,2017,20975,2,11932,1,145,39.8,3
2,2019,31440,2,4675,1,145,40.9,2
2,2019,23975,2,5749,1,145,47.9,2
8,2019,24775,1,6786,1,145,51.4,1.5
10,2019,32975,2,2715,0,145,54.3,2
4,2020,26990,2,11,1,145,52.3,2
0,2018,16275,1,12879,1,145,53.3,1.5
9,2019,27275,2,5177,0,145,48.7,2
2,2019,24775,1,3368,0,145,64.2,2
0,2015,9730,1,26845,0,0,78.5,1.5
8,2016,17410,0,32123,0,125,57.6,2
8,2016,17207,0,42761,0,145,55.4,2
2,2014,11000,2,69382,0,125,57.6,3
4,2013,10037,0,77262,0,125,60.1,2
1,2018,16419,1,11198,1,145,42.2,1.5
2,2019,24775,1,3758,0,145,64.2,2
2,2019,23990,1,4026,0,145,64.2,2
2,2019,31390,2,3097,1,145,41.5,2
12,2019,44790,2,10776,0,145,37.7,3
0,2019,28975,2,7110,1,150,34.5,2
2,2019,25975,2,3119,1,150,42.2,2
10,2019,38975,2,6436,0,150,36.7,3
2,2019,27975,2,8856,0,150,52.3,2
11,2019,35480,2,10395,0,150,42.8,2
1,2020,23990,2,18,0,150,49.6,2
1,2020,21890,2,12,1,150,50.4,1.5
3,2020,25980,2,14,0,145,65.7,2
2,2013,9200,0,83944,0,125,60.1,2
2,2019,31275,2,5494,1,145,41.5,2
2,2019,24275,2,10361,0,145,62.8,2
3,2019,24775,2,10535,0,145,65.7,2
4,2019,26275,2,7585,0,145,65.7,2
4,2019,33775,2,12900,0,145,53.3,3
4,2019,28975,2,2013,0,145,60.1,2
8,2019,28790,2,3911,1,145,38.7,2
3,2020,25775,2,12,0,150,65.7,2
0,2014,10975,1,38000,0,30,65.7,2
2,2019,25950,2,3977,1,145,43.5,2
4,2019,26350,2,8324,0,145,65.7,2
2,2020,30990,2,3656,0,150,50.4,2
2,2020,27990,2,6565,1,150,42.2,2
9,2020,28490,2,6565,0,150,58.9,2
0,2020,25450,2,6565,0,150,51.4,2
8,2020,25490,2,5656,0,150,47.9,2
9,2020,23990,1,15,0,150,55.4,2
12,2020,48975,2,9998,0,145,37.7,3
1,2020,26475,2,12,0,145,51.4,2
2,2020,26490,2,14,0,150,60.1,2
2,2019,29975,1,1254,0,145,54.3,2
2,2019,27275,1,3377,0,145,54.3,2
1,2019,22275,1,12,1,145,42.2,1.5
2,2019,28775,2,5800,0,145,52.3,2
2,2019,24775,1,3043,0,145,64.2,2
17,2019,39275,2,8787,1,145,34,3
17,2019,42275,2,9403,1,145,32.5,3
2,2018,24475,2,10548,1,145,46.3,2
2,2018,24790,2,12,1,145,48.7,2
2,2018,27490,2,12,0,145,57.7,2
8,2019,25450,2,6908,1,145,40.9,1.5
10,2019,34440,2,11,0,145,54.3,2
9,2020,22980,2,10,1,145,43.5,1.5
2,2020,29990,2,9,0,145,51.4,2
9,2020,34450,2,14,1,145,34,2
4,2020,31450,2,8,2,145,60.1,2
4,2020,29950,2,6,2,145,49.6,2
10,2020,39990,2,4773,0,150,48.7,3
2,2014,12475,1,51122,0,30,62.8,2
1,2020,26490,2,10,0,150,47.1,2
3,2018,22275,2,18243,1,145,48.7,2
1,2019,23775,1,34,0,145,60.1,2
1,2019,22775,1,10,0,145,51.4,2
4,2019,31475,2,12,1,145,48.7,2
3,2019,33975,2,11,0,145,51.4,3
3,2019,24275,2,13,1,145,45.6,2
3,2019,24275,2,12,1,145,45.6,2
3,2019,23975,2,13,1,145,45.6,2
9,2018,28990,1,12,0,145,52.3,2
10,2018,39650,2,12,0,145,54.3,2
4,2019,26350,2,14345,0,145,65.7,2
8,2019,25999,2,4575,0,145,60.1,2
8,2019,25999,2,2974,0,145,60.1,2
3,2016,18475,2,10545,0,30,65.7,2
3,2017,23475,2,29819,0,145,50.4,3
11,2019,40775,2,5450,1,145,26.9,3
17,2019,43950,2,19,1,145,34,3
2,2019,23980,2,2760,0,145,62.8,2
0,2019,18450,2,5882,1,145,54.3,1.5
8,2019,25450,2,5863,1,145,46.3,1.5
4,2014,13775,2,51716,0,30,62.8,2
1,2019,21775,2,10570,1,145,47.9,2
4,2015,17970,2,29060,0,145,53.3,3
1,2019,21775,2,8878,1,145,47.9,2
8,2018,21975,2,16719,0,145,60.1,2
8,2017,20975,2,14063,1,160,44.8,2
2,2020,29990,2,12,1,150,41.5,2
2,2020,23990,1,5,0,145,56.5,2
4,2020,43990,2,10,1,145,39.2,3
2,2020,23850,2,23,1,145,42.2,2
10,2019,47440,2,6570,1,145,34.5,3
2,2015,16799,2,35365,0,145,57.6,2
2,2015,13275,1,61062,0,125,60.1,2
2,2017,21275,2,14714,0,160,51.4,3
2,2015,13975,1,41655,0,30,64.2,2
13,2016,29890,2,27838,0,200,47.1,3
0,2018,17975,1,12800,0,145,50.4,1.5
2,2020,23990,1,16,0,145,56.5,2
2,2020,24850,2,10,0,145,52.3,2
3,2014,16475,2,17500,1,160,44.8,2
9,2020,30990,2,10,1,145,42.8,1.5
3,2020,38990,2,9,0,145,47.9,3
4,2020,36990,2,10,0,145,60.1,3
4,2020,32850,2,12,2,145,62.8,2
5,2016,21975,2,28684,0,160,51.4,3
0,2019,18999,2,12011,0,145,65.7,2
2,2019,28950,2,5367,0,145,52.3,2
0,2018,16775,1,10842,0,145,65.7,2
12,2019,46950,2,8105,0,145,37.7,3
3,2019,23750,2,9,0,145,65.7,2
3,2018,21975,2,18165,1,145,48.7,2
4,2019,27875,2,3905,0,145,55.4,2
2,2015,20440,2,39000,1,200,41.5,3
6,2019,47975,2,1075,0,145,41.5,3
4,2019,27998,2,6865,0,145,60.1,2
0,2019,19498,2,11602,0,145,67.3,2
2,2017,15498,2,43678,0,150,60.1,2
2,2015,16410,0,35219,0,145,56.5,3
13,2013,20510,2,63592,0,325,36.7,3
6,2014,13600,0,78094,0,160,50.4,3
1,2017,13991,1,36045,0,0,74.3,1.5
0,2014,12111,2,57617,0,125,60.1,2
2,2016,15030,2,43482,0,30,64.2,2
2,2017,12791,1,37676,0,30,64.2,2
4,2018,26691,0,28869,1,145,37.7,3
3,2016,17999,1,30055,0,145,55.4,2
8,2013,10995,1,26642,1,200,40.9,2
2,2019,31880,2,5185,0,145,44.1,3
2,2016,20480,2,22834,0,160,51.4,3
12,2016,24980,0,68854,0,200,47.1,3
2,2013,10480,1,36494,0,20,68.9,2
2,2017,19490,2,41816,0,145,64.2,2
10,2018,33980,2,18327,0,145,48.7,3
10,2019,29480,0,7164,0,145,56.5,2
10,2016,22980,2,46389,0,145,54.3,2
8,2017,20980,2,16717,0,145,60.1,2
2,2019,30990,2,1204,0,145,49.6,2
2,2019,27480,2,11103,0,145,52.3,2
3,2019,24250,2,110,0,145,60.1,2
1,2019,19975,2,9503,0,145,49.6,2
4,2019,25990,2,11114,0,145,65.7,2
2,2016,12480,1,51379,0,20,68.9,2
11,2019,41980,2,6747,1,145,26.9,3
3,2019,26990,2,8722,0,145,53.3,3
1,2019,19880,0,8556,0,145,52.3,2
1,2019,19980,2,11362,1,145,40.9,1.5
8,2020,25980,2,19,0,145,60.1,2
20,2020,29980,2,10,1,145,38.7,2
0,2019,21490,0,7314,0,145,65.7,2
1,2019,22480,1,6521,0,145,60.1,2
2,2019,27480,2,5090,1,145,45.6,2
4,2019,26480,2,8601,1,145,50.4,2
3,2019,24980,2,6917,0,145,65.7,2
2,2019,26990,2,7264,0,145,48.7,2
2,2019,27890,2,1984,0,145,48.7,2
8,2019,24550,1,3228,1,145,51.4,1.5
12,2018,44990,2,5321,0,145,36.7,3
7,2018,63980,2,3891,1,145,26.9,4.4
4,2019,27780,2,12182,0,145,65.7,2
0,2017,18290,1,21491,1,260,36.2,3
1,2019,22990,2,682,1,145,47.9,2
0,2020,21450,1,1905,1,145,44.1,1.5
11,2019,41850,0,5789,1,145,26.9,3
2,2019,37980,2,3766,1,145,34.9,3
2,2019,27980,2,5023,1,145,45.6,2
2,2019,37980,2,5470,1,145,34.9,3
2,2019,24450,1,3378,0,145,64.2,2
2,2019,24450,1,2912,0,145,64.2,2
2,2019,23990,1,4710,0,145,54.3,2
2,2019,26440,1,102,0,145,54.3,2
9,2019,24990,2,1702,0,145,47.9,2
9,2019,26790,1,103,0,145,53.3,2
1,2019,20990,2,1290,1,145,50.4,1.5
10,2019,41450,2,5651,0,145,36.7,3
2,2018,23890,2,17240,0,145,51.4,3
17,2017,89990,2,1336,1,145,33.2,3
2,2019,24450,1,3973,0,145,64.2,2
2,2019,24980,2,6941,1,145,42.2,2
0,2016,11980,0,41081,0,0,74.3,2
8,2019,24480,2,7895,1,145,40.9,1.5
0,2016,15480,0,28883,0,20,67.3,2
3,2019,25980,0,5577,0,145,55.4,3
0,2019,19980,0,11303,0,145,48.7,2
3,2019,22450,1,115,1,145,46.3,2
3,2019,24450,2,8128,0,145,65.7,2
1,2018,16890,2,21688,0,145,56.5,1.5
1,2019,23450,2,9683,0,145,57.7,2
6,2019,52990,2,4884,0,145,41.5,3
8,2019,24550,1,4957,1,145,51.4,1.5
4,2019,34990,2,101,0,145,53.3,3
0,2019,20875,2,4834,0,145,67.3,2
0,2020,23450,1,1524,1,145,44.1,1.5
0,2020,25890,1,1182,0,145,53.3,2
1,2016,13480,1,16600,0,20,68.9,2
3,2019,32880,0,5000,1,145,41.5,3
2,2019,25350,2,22095,0,145,52.3,2
2,2019,33875,2,9389,0,145,49.6,2
1,2019,21945,2,9408,1,145,47.9,2
0,2019,17980,1,6756,0,145,65.7,2
0,2019,18975,1,5650,0,145,65.7,2
0,2019,19875,2,7044,0,145,67.3,2
0,2019,19475,1,4168,1,145,52.3,1.5
0,2019,18990,1,3423,0,145,70.6,1.5
0,2020,23450,1,1054,1,145,41.5,1.5
14,2019,77880,2,6506,0,145,31.4,3
3,2020,30990,2,110,1,145,41.5,3
23,2015,42890,0,43102,2,0,134.5,1.5
0,2017,13980,1,19484,0,145,72.4,1.5
0,2019,19975,1,5303,0,145,65.7,2
0,2019,18675,1,3382,0,145,70.6,1.5
0,2019,17480,1,5230,0,145,68.9,2
2,2019,28980,0,6129,0,145,50.4,2
0,2016,13980,2,17533,1,30,58.9,1.5
1,2019,21980,1,8494,0,145,64.2,2
9,2018,19240,1,18440,0,145,55.4,2
2,2014,13980,1,16376,0,30,62.8,2
4,2019,33980,0,6000,0,145,53.3,3
2,2019,27980,0,5000,0,145,52.3,2
6,2016,35480,0,8814,1,300,35.3,4.4
1,2019,23480,2,112,1,145,47.9,2
4,2019,31875,2,114,1,145,48.7,2
0,2019,20875,2,5954,0,145,67.3,2
3,2019,33890,2,10,0,145,51.4,3
3,2019,33880,0,11,0,145,51.4,3
3,2019,23990,2,120,0,145,60.1,2
1,2019,21480,2,11,1,145,50.4,1.5
11,2019,35480,2,10755,0,145,42.8,2
2,2019,24690,2,5246,1,145,47.9,2
2,2019,23980,2,1051,1,145,47.9,2
2,2019,23980,2,2480,1,145,47.9,2
1,2017,16698,0,27201,0,145,64.2,2
0,2014,13798,1,50026,1,305,35.3,3
1,2019,20750,1,110,1,145,52.3,1.5
1,2019,20450,1,10,1,145,42.8,1.5
2,2014,11698,1,21798,0,20,68.9,2
2,2016,18998,2,33087,0,160,51.4,3
1,2017,14998,2,38576,0,145,68.9,1.5
0,2017,21498,2,18836,1,150,39.8,3
6,2017,30998,2,22879,1,205,40.4,3
0,2016,18498,2,38964,1,205,39.8,3
2,2019,24998,2,11904,0,145,60.1,2
0,2019,19998,2,7222,1,150,47.9,2
2,2019,24450,2,8196,0,145,62.8,2
2,2019,22990,1,1122,0,145,60.1,2
3,2019,27990,2,9529,0,145,60.1,2
2,2019,28450,2,1951,0,145,52.3,2
3,2019,25490,2,3516,1,145,48.7,2
4,2019,33890,2,2096,0,145,53.3,3
3,2019,26450,2,2924,1,145,48.7,2
17,2019,39990,2,7603,1,145,32.5,3
3,2019,24975,2,11324,0,145,65.7,2
4,2019,26790,2,10389,0,145,65.7,2
4,2019,26350,2,11301,0,145,65.7,2
8,2019,25450,2,7549,1,145,40.9,1.5
0,2017,13995,2,39714,0,145,67.3,2
1,2019,21590,2,10199,1,145,47.9,2
0,2017,16480,1,21344,0,145,62.8,2
8,2019,21480,2,7970,1,145,46.3,1.5
0,2020,23450,1,2400,1,145,44.1,1.5
0,2014,12991,1,71301,1,300,35.3,3
3,2014,11991,1,50757,1,165,46.3,2
2,2014,13950,0,31098,0,30,62.8,2
4,2019,23775,2,4447,1,145,50.4,2
0,2019,18875,2,2406,0,145,68.9,1.5
11,2018,43990,2,12,0,145,42.8,2
2,2019,24440,2,12,0,145,64.2,2
2,2019,24440,2,12,0,145,60.1,2
0,2019,29790,2,12,1,145,39.8,3
0,2019,29880,2,12,1,145,39.8,3
4,2018,30990,2,12,0,145,49.6,2
0,2019,15980,1,8359,0,145,72.4,1.5
1,2019,29975,2,8027,1,145,38.2,3
3,2019,23775,1,8293,0,145,62.8,2
4,2019,31775,2,579,0,145,60.1,2
20,2019,34980,2,8004,1,145,37.2,2
4,2019,26790,2,6110,0,145,65.7,2
8,2018,21980,2,10708,0,145,60.1,2
2,2020,32990,2,1125,0,145,50.4,2
6,2019,48995,2,7315,0,145,42.2,3
2,2019,27450,2,6038,1,145,42.2,2
10,2019,33990,2,2538,0,145,54.3,2
2,2019,17480,2,20671,1,150,51.4,1.5
2,2019,17480,2,22539,1,150,51.4,1.5
2,2019,21590,2,20000,1,150,47.9,2
2,2019,21590,2,23000,1,150,44.8,2
0,2020,23590,1,1104,0,145,53.3,2
8,2017,20450,2,25725,0,145,55.4,2
15,2019,44990,2,4358,1,145,29.1,3
2,2019,23990,2,8389,1,145,47.9,2
2,2016,13890,2,45252,0,30,65.7,2
12,2019,46990,2,2754,0,145,37.7,3
3,2019,24450,2,10831,0,145,65.7,2
17,2015,27590,1,27489,1,325,31,3
1,2014,11990,2,35000,0,30,65.7,2
10,2017,17380,2,64648,0,145,54.3,2
1,2018,20380,2,4172,1,145,47.9,2
2,2019,21590,2,26000,1,150,47.9,2
2,2019,21590,2,23000,1,150,44.8,2
2,2019,21590,2,23000,1,150,47.9,2
2,2019,21590,2,27000,1,150,47.9,2
3,2019,19890,2,22000,1,150,48.7,2
3,2018,20590,2,17000,1,150,48.7,2
2,2019,26480,2,6012,0,150,52.3,2
2,2019,25900,2,6486,1,150,42.2,2
8,2013,10295,2,63993,0,160,52.3,2
3,2015,15995,0,47822,0,30,65.7,2
8,2016,17998,2,34813,0,145,55.4,2
0,2017,21498,2,25630,1,145,39.8,3
5,2019,35980,2,8004,0,145,47.9,3
10,2019,35980,2,8088,0,145,54.3,2
4,2018,26220,2,19504,0,145,46.3,2
12,2020,59993,2,500,0,145,37.7,3
1,2020,28993,2,500,0,145,67.3,2
9,2020,29993,2,500,1,145,38.7,2
0,2019,20980,1,2985,1,150,44.1,1.5
0,2019,20980,1,6553,1,150,44.1,1.5
1,2017,12900,1,47301,0,20,74.3,1.5
8,2017,14600,1,39460,0,150,68.9,2
8,2017,14600,1,41334,0,20,68.9,2
10,2019,29980,2,6231,0,145,54.3,2
0,2019,15940,1,7913,1,145,53.3,1.5
3,2019,31480,2,7217,0,145,47.9,3
0,2015,16491,1,27411,1,305,35.3,3
9,2019,30700,2,14352,1,150,34,2
2,2017,20999,2,27500,0,145,56.5,3
1,2020,32993,2,500,0,145,47.1,2
10,2020,39993,2,500,0,145,54.3,2
11,2020,48993,2,500,1,145,26.9,3
20,2020,33993,2,603,1,145,38.7,2
1,2019,20450,2,3422,0,145,65.7,2
2,2019,22480,1,5567,0,145,56.5,2
2,2019,24475,2,12991,0,145,48.7,2
6,2019,51990,2,4279,0,145,41.5,3
14,2019,67990,2,6331,1,145,24.8,3
3,2019,24940,2,112,1,145,45.6,2
1,2019,23980,1,110,0,145,60.1,2
2,2013,11430,2,36578,1,160,44.8,2
0,2016,18998,1,13857,1,260,36.2,3
2,2019,28998,1,7441,0,150,54.3,2
2,2018,17998,2,54762,1,150,48.7,2
8,2016,19998,2,11927,0,150,55.4,2
2,2019,17480,2,20410,1,150,48.7,2
3,2018,17980,2,27120,1,150,48.7,2
3,2017,23290,2,28893,0,145,50.4,3
4,2020,36993,2,500,2,145,49.6,2
4,2016,18656,2,25695,0,160,51.4,3
12,2016,29570,0,33541,0,200,47.1,3
2,2016,20391,2,27547,0,150,53.3,3
4,2017,22430,2,11333,0,150,65.7,2
8,2017,19371,2,21293,0,150,60.1,2
3,2019,24390,2,6018,1,145,45.6,2
2,2018,22110,2,26309,0,145,51.4,3
3,2019,26190,2,7350,1,145,48.7,2
0,2017,20990,2,17774,1,200,39.8,3
0,2016,17890,1,26193,1,260,36.2,3
3,2017,23760,2,17329,0,160,50.4,3
1,2019,22600,2,3574,0,145,48.7,2
0,2019,24500,1,4064,0,145,57.7,1.5
2,2015,15541,2,79978,0,160,51.4,3
4,2019,34500,2,1007,2,135,156.9,2
0,2018,15291,2,19062,0,150,44.1,2
0,2016,12741,1,23114,0,20,68.9,2
0,2016,14991,2,17236,0,20,68.9,1.5
4,2019,32250,2,1400,2,135,156.9,2
0,2017,18471,2,8500,1,150,47.9,2
2,2017,22290,2,19462,0,145,56.5,3
14,2019,74140,2,3300,0,145,33.6,3
1,2019,18495,2,4568,0,145,52.3,2
3,2017,22990,2,29607,0,160,50.4,3
0,2019,26390,2,3667,1,145,40.4,1.5
1,2019,23290,2,2801,1,145,47.9,2
3,2019,30991,2,4762,1,145,41.5,3
10,2019,33980,2,1962,0,150,54.3,2
3,2019,24490,2,7604,0,150,65.7,2
3,2019,25490,2,6782,1,150,48.7,2
3,2019,27290,2,4476,0,145,58.9,2
8,2019,30990,2,7250,0,145,36.7,2
9,2019,27990,2,4362,1,145,39.2,2
3,2018,20590,2,30000,1,150,48.7,2
3,2018,20590,2,16500,1,150,48.7,2
3,2018,20590,2,17000,1,150,48.7,2
11,2019,37990,2,9168,0,150,40.9,3
11,2019,35990,2,3098,0,150,42.8,2
23,2018,64980,0,4477,2,135,141.2,1.5
17,2015,29490,2,37724,1,325,32.5,3
3,2019,31980,0,10,1,145,45.6,2
2,2019,25980,2,3317,0,145,52.3,2
12,2019,51000,2,3536,1,145,27.2,3
17,2019,46000,2,1501,1,145,32.5,3
4,2019,28790,2,5432,0,145,60.1,2
4,2019,26400,2,4237,1,145,50.4,2
6,2019,52490,2,3200,0,145,44.1,3
7,2019,59790,2,1600,1,145,33.2,3
8,2015,17291,2,29135,0,125,57.6,2
2,2015,12567,0,24619,0,20,74.3,2
2,2017,15460,2,24628,1,145,47.9,2
0,2016,18951,2,38478,1,200,39.8,3
4,2014,10270,0,71302,0,30,62.8,2
2,2015,9802,1,61887,0,30,62.8,2
1,2018,16347,1,11141,1,145,42.2,1.5
2,2016,17498,2,28897,0,145,54.3,3
12,2016,27980,0,31664,0,160,50.4,2
11,2017,26491,2,30485,0,150,47.9,3
3,2016,17340,2,33011,0,30,65.7,2
2,2019,35230,2,4602,2,135,8.8,2
13,2018,37980,2,11188,0,150,40.9,3
10,2019,41980,2,6501,0,150,36.7,3
2,2019,29980,2,8127,0,145,48.7,2
4,2019,30980,0,3718,0,145,62.8,2
12,2019,49980,0,3951,0,145,37.7,3
8,2019,25480,2,5163,1,145,39.2,2
9,2019,28980,0,1325,1,145,39.2,2
4,2019,30980,2,2420,2,135,156.9,2
4,2019,30980,2,2215,2,135,156.9,2
3,2016,19480,2,52783,1,235,38.2,3
8,2016,17980,2,28322,0,125,57.6,2
0,2016,14990,1,10937,0,30,65.7,2
8,2017,20991,2,25839,1,160,44.8,2
0,2016,19290,2,21132,1,235,37.7,3
1,2016,15690,2,18586,1,125,51.4,1.5
10,2019,32660,2,6962,0,145,48.7,3
17,2015,29997,2,20100,1,300,34,3
0,2019,20980,1,4630,1,145,44.1,1.5
1,2019,21980,0,6258,2,135,148.7,1.5
0,2019,17980,2,10672,0,145,74.3,2
10,2015,19980,2,37790,0,150,54.3,2
6,2019,47980,2,12038,0,150,44.1,3
10,2019,32980,2,1961,0,150,54.3,2
4,2019,31480,2,4659,0,150,60.1,3
8,2013,12680,1,32543,1,200,40.9,2
0,2016,16480,2,20308,1,145,47.9,1.6
8,2019,27980,2,5845,0,145,50.4,2
2,2019,29480,1,2802,0,145,54.3,2
4,2017,24480,2,26971,0,145,62.8,2
1,2020,20980,1,10,1,145,52.3,1.5
0,2016,14480,2,37529,0,20,68.9,1.5
11,2019,36980,2,2740,0,145,42.8,2
4,2019,31490,2,2019,1,150,48.7,2
2,2019,27480,2,9155,1,145,41.5,2
8,2019,26490,2,9113,0,145,50.4,2
2,2020,31980,2,10,0,145,50.4,2
12,2019,56980,2,11449,0,145,33.6,3
15,2019,45980,2,1287,1,145,29.1,3
9,2019,31980,2,1151,0,145,50.4,2
5,2019,33980,2,10813,0,145,53.3,3
2,2019,27480,2,6113,1,145,42.2,2
10,2019,36490,0,5277,0,145,48.7,3
12,2019,47980,0,8548,0,145,37.7,3
0,2019,19480,0,6993,0,145,67.3,2
12,2019,46980,0,5073,0,145,37.7,3
3,2019,23480,0,5738,0,145,65.7,2
12,2019,46980,2,8371,0,145,37.7,3
0,2019,20990,0,7990,0,145,65.7,2
3,2019,25990,0,6519,0,145,58.9,2
2,2016,14250,1,27779,0,30,64.2,2
2,2016,17647,0,20793,0,145,56.5,3
2,2015,18907,0,27649,1,260,36.7,3
8,2018,21947,0,7283,1,145,39.2,2
20,2020,32490,2,10,1,145,37.2,2
9,2020,24990,2,10,0,145,47.9,2
1,2020,20980,2,10,1,145,50.4,1.5
1,2020,20980,2,10,1,145,50.4,1.5
0,2018,17980,1,8067,1,145,52.3,1.5
0,2017,15490,2,28646,0,145,68.9,2
4,2017,25980,2,15856,1,200,39.2,3
8,2017,20980,2,21330,1,160,44.8,2
3,2015,17980,2,35255,1,160,44.1,2
0,2017,18480,1,39201,1,150,36.2,3
8,2019,26480,2,3737,1,150,48.7,2
3,2019,23480,2,7107,1,150,48.7,2
8,2017,20980,2,31630,0,150,55.4,2
13,2015,26980,2,51447,0,205,47.1,3
3,2018,24990,2,16790,0,150,60.1,2
2,2017,16690,1,14348,1,150,48.7,2
0,2013,8990,1,37233,1,150,49.6,1.6
3,2018,18797,1,9788,0,145,62.8,2
3,2018,18997,1,8269,0,145,62.8,2
3,2014,11870,2,77209,0,125,60.1,2
4,2014,14090,2,62890,0,160,51.4,3
0,2016,9891,1,49811,0,0,83.1,1.5
5,2020,37980,2,11,0,145,53.3,3
2,2019,27490,2,13994,1,145,42.2,2
2,2015,15980,2,30569,0,30,62.8,2
8,2019,27980,2,3782,1,145,48.7,2
8,2016,18187,0,21225,0,125,57.6,2
13,2019,58480,2,2018,1,145,26.4,3
12,2014,23980,0,51252,0,200,45.6,3
5,2020,34490,2,5,1,145,42.8,2
2,2016,13980,2,40146,1,145,47.9,2
0,2019,20980,1,3483,1,145,44.1,1.5
2,2019,26980,2,5966,0,145,52.3,2
2,2019,24480,2,5776,0,145,55.4,2
9,2019,28490,2,4161,0,145,58.9,2
8,2019,26480,2,2372,1,150,48.7,2
9,2019,27980,2,3690,1,150,39.2,2
8,2016,16150,2,36956,0,30,65.7,2
0,2018,16991,1,27500,0,150,62.8,2
8,2016,14991,1,21242,0,20,68.9,2
8,2017,22491,2,16578,0,150,57.6,2
4,2017,24171,2,10131,0,125,60.1,2
2,2017,16891,1,17907,1,150,43.5,2
1,2020,20980,2,9,1,150,50.4,1.5
2,2020,32450,2,104,1,150,40.4,2
0,2019,32990,2,3883,1,145,34.5,2
4,2019,34990,2,3425,0,145,60.1,2
2,2016,14920,0,59695,0,145,56.5,3
2,2016,13207,0,32672,1,125,51.4,1.5
2,2017,17710,0,45646,0,145,56.5,3
8,2018,23310,0,12857,0,145,60.1,2
4,2018,25450,0,19486,2,135,156.9,2
3,2015,16514,2,33802,0,30,65.7,2
0,2016,13553,1,17787,1,125,52.3,1.5
11,2019,37980,2,1852,0,145,40.4,3
4,2020,34840,2,105,2,145,44.8,2
11,2019,35480,2,7414,0,145,42.8,2
4,2015,18995,2,15804,0,160,50.4,3
8,2016,17195,1,18960,0,125,60.1,2
2,2017,15995,0,24624,1,145,51.4,2
2,2015,16350,2,21000,1,160,43.5,2
1,2017,15950,2,29000,0,125,57.6,2
2,2017,15995,2,34700,0,150,64.2,2
3,2016,17029,0,35444,0,30,65.7,2
3,2018,18280,1,17024,1,145,46.3,2
2,2016,18080,0,22186,1,200,43.5,2
0,2017,18690,0,26140,0,145,61.4,2
11,2019,40990,2,10,0,145,40.9,3
10,2019,34990,0,10,0,145,54.3,2
10,2019,37990,2,3934,0,145,54.3,2
2,2019,39980,2,3007,1,150,34.9,3
2,2017,14990,1,18452,0,30,67.3,2
1,2017,13990,2,18847,1,150,55.4,1.5
10,2020,42990,2,6235,0,150,36.7,3
0,2020,28990,2,1129,0,150,51.4,2
4,2019,26990,2,13929,0,150,65.7,2
12,2019,51990,2,102,0,150,37.7,3
12,2019,54995,2,102,0,150,37.7,3
1,2020,23990,2,105,0,145,47.1,2
20,2020,29990,2,11,1,145,38.7,2
2,2020,28990,2,14,0,145,50.4,2
4,2020,27980,2,105,2,145,52.3,2
4,2020,28990,2,103,1,145,50.4,2
2,2018,18500,2,30749,0,145,60.1,2
0,2018,14724,1,24676,0,145,62.8,2
22,2016,16482,0,43695,2,0,470.8,0
1,2014,17998,2,17787,1,260,37.2,3
2,2019,29998,2,8421,0,150,52.3,2
3,2019,24490,0,4469,1,145,48.7,2
1,2019,19490,1,5512,1,145,42.8,1.5
1,2019,18480,1,10250,1,145,42.2,1.5
3,2018,21980,2,10030,0,145,65.7,2
1,2020,20980,2,13,1,145,50.4,1.5
17,2019,49980,2,934,1,150,34,3
0,2016,18990,2,11538,1,200,39.8,3
2,2019,24990,1,3271,0,145,64.2,2
12,2019,49990,2,102,0,150,37.7,3
1,2015,15980,2,38403,0,125,58.9,2
2,2020,24990,1,101,0,150,56.5,2
4,2020,33850,2,103,2,150,44.8,2
2,2015,15990,2,46486,1,150,48.7,2
9,2020,34990,2,103,1,150,34,2
20,2020,34990,2,101,1,150,37.2,2
3,2016,15990,2,39024,0,30,65.7,2
3,2018,21850,2,29101,0,145,65.7,2
0,2019,21990,1,1834,0,145,56.5,2
1,2017,17450,1,22661,0,150,62.8,1.5
10,2019,35990,2,21767,1,150,34.5,3
0,2020,23990,1,3399,0,150,53.3,2
4,2020,27990,2,105,2,145,49.6,2
2,2020,23990,1,105,0,145,56.5,2
3,2020,24490,2,105,0,145,65.7,2
4,2020,28990,2,103,2,145,62.8,2
2,2019,28750,2,3858,0,145,52.3,2
4,2014,12995,2,38094,0,30,62.8,2
8,2016,14990,1,31915,0,20,68.9,2
3,2015,15780,1,33636,0,145,55.4,2
4,2020,26990,2,104,1,145,50.4,2
4,2019,26790,2,9535,0,145,65.7,2
3,2015,16980,2,27142,0,30,65.7,2
0,2016,12990,1,37179,0,30,65.7,2
9,2020,25990,2,101,1,145,40.4,2
2,2020,31490,2,105,0,145,51.4,2
17,2020,47950,2,105,1,145,32.5,3
0,2019,23780,2,5831,1,145,40.4,1.5
2,2020,22990,1,101,0,145,58.9,2
20,2020,30990,2,105,1,145,38.7,2
9,2020,26450,2,2095,1,145,40.4,2
3,2019,23995,2,2129,1,145,45.6,2
17,2019,42485,2,5486,1,145,34,3
5,2016,26580,2,15668,1,260,35.8,3
12,2019,50990,2,4729,0,145,37.7,3
3,2018,22440,2,18501,1,145,48.7,2
2,2019,23980,2,6251,0,145,62.8,2
3,2019,23750,2,2791,1,145,45.6,2
1,2020,23990,2,1743,1,150,50.4,1.5
9,2020,23990,2,1576,1,150,38.7,2
2,2019,27450,1,2039,0,145,54.3,2
